sentiment,message,id
0,"On International Women's Day, Nobel Peace laureate and Liberian activist Leymah Gbowee writes that the next generation of young women will bring about the changes she dreams of.",3457
-1,The Taliban banned women from being journalists in Afghanistan. Now the country has an all-female television network.,3458
2,"Five Nigerian women share their harrowing stories of sexual abuse and harassment with CNN. 
",3459
1,"Yemen ranks as the worst country in the world to be a woman and the war has only made matters worse, writes Nadia Al-Sakkaf.",3460
0,"Her drums were torn, she was made to feel dirty and publicly called out, all because she's a female percussionist.  
",3461
-1,After Grace Fosu was dismissed from Ghana's National Fire Service she joined forces with fellow firefighter Thelma Hammond to fight the decision. It became Ghana's first gender discrimination case.,3462
2,There are 40 million slaves in the world today -- here's what ordinary people can do to help them.,3463
1,Russian bombardments and fighting continue throughout Ukraine sending people fleeing for safety. ,3464
0,"It was the middle of the night when Bibi Bahrami's father awoke her and the rest of the family, telling them they must flee their home immediately. Bahrami, only a teenager at the time, remembers being in a state of shock. ",3465
-1,"International Women's Day is a day to both celebrate women and to take action, and Impact Your World has identified ways you can help a variety of important causes for women everywhere.",3466
2,Vlad Khaykin has dedicated his life to educating and fighting anti-Semitism.,3467
1,"""We're just tired,"" Will Lex Ham of New York City tells CNN. ""We're tired of being scapegoated."" ",3468
0,"Meir Kay, who has thrown ""Super Soul Parties"" since 2017, said 35 cities are throwing their own parties and inviting residents of homeless shelters to watch the Super Bowl. ",3469
-1,"Cindy Benson, a member of the Confederated Salish and Kootenai Tribes, has lived her entire life in or near the Flathead Indian Reservation in western Montana. ",3470
2,Former All-Pro NFL Player Warrick Dunn devotes post football career to fight for affordable housing and homeownership for single parents.,3471
1,"As the Covid-19 pandemic continues to rage on, The Association for the Study of African American Life and History is using Black History Month as an opportunity to put a focus on Black health and wellness.",3472
0,"From B.B. King to Queen Bey, students at the Stax Music Academy will perform an ""evolution of Black American Music.""",3473
-1,It's the season of giving!,3474
2,"For nearly two years, economic fallout from the coronavirus pandemic put increased demand on food banks across the US. As the need declines, they face new problems.",3475
1,"Before you order another batch of gifts online, here are some festive ways your family can get together, bond over a holiday activity and help others.

",3476
0,"When it came to people, Betty White loved to make them laugh. When it came to animals, she loved to lend them a helping hand. ",3477
-1,"Kobe Bryant is one of the greatest basketball players of all time, but his influence extended far beyond the court. ",3478
2,"For more than three decades, viewers came to know Alex Trebek as the face of the hit TV game show ""Jeopardy!"" But lesser known was his charitable work and all the time and money he gave to a number of causes, from health care to hairy creatures.",3479
1,"Covid-19 can look a lot like a simple cold or flu, especially in vaccinated people. Epidemiologist Dr. Abdul El-Sayed explains what to look for to differentiate between the viruses and how to respond to the infections.",3480
0,"It's almost the new year and along with it comes the admittedly aspirational tradition of setting New Year's resolutions -- ones that we hopefully can stick to and not abandon after Week 3, or even Day 3, of 2022.",3481
-1,"Along a windy stretch of Texas highway, a woman walks with purpose. Mary Hesch is on a 1,439-mile pilgrimage from central Wisconsin to the Texas coast -- all of it on foot -- to honor her mother and raise awareness of the lung disease that took her life.",3482
2,"When refugees arrive in the US, they face unique challenges.",3483
1,"When the disappearance and death of Gabby Petito blew up social media and flooded TV screens in August, the case put a renewed spotlight on the inequity in coverage of missing people of color. ",3484
0,Arwa Damon writes that we created a world where being a "humanitarian" is a "thing" and not the norm.,3485
-1,"When the pandemic forced his school to go to online learning, fifth-grader Bergen Manzella spent six hours a day staring at his computer screen. His mother found an outdoor class that allows him to explore nature, learn and do a digital detox. ",3486
2,"December 1 is Giving Tuesday, a day aimed at simply encouraging people to do good around the world by giving their time, talents and treasure. But giving might be a challenge this year as millions deal with the economic fallout from the Covid-19 pandemic.",3487
1,Hurricane Iota slammed into an already storm-ravaged Nicaragua as a Category 4 storm November 17th.  The landfall was just 15 miles south of where Hurricane Eta hit two weeks earlier. Eta left thousands displaced and dozens killed in Central America.,3488
0,"As more people stay home and skip the salon or barbershop, some hair-focused nonprofits are seeing one bright spot in the pandemic: more donated hair going to those who need it. ",3489
-1,The Salvation Army is getting an early start on its holiday fundraising campaign due to the unprecedented demands of the coronavirus pandemic. ,3490
2,"An Illinois attorney couldn't find a book with a Black main character on the cover for her niece. So she and her husband went on a mission to provide free books with Black characters throughout a Chicago suburb starting the nonprofit ""Young, Black & Lit."" ",3491
1,"Hurricane Katrina rampaged New Orleans on August 29, 2005, when dozens of levees failed, leaving vast swaths of the city swamped, homes damaged and lives uprooted. Fifteen years later, the Crescent City's most vulnerable still struggle. But for the past decade and a half, the national non-profit Rebuilding Together has helped families recover, making critical repairs to 1,750 homes across the city. ",3492
0,"Co-founded by publisher Angela Wachuka and author Wanjiru Koinange, Book Bunk is working to renovate libraries across Nairobi.",3493
-1,"In Nigeria, an emerging crop of young comics are leveraging social media to create video content that makes people laugh -- and makes money.",3494
2,"In celebration of International Women's Day, meet three inspiring pioneers shaping the future of space science and technology in South Africa and Zimbabwe.",3495
1,"Meet the startup founders from Co-Creation Hub, Greymate Care and PiggyVest in Nigeria, who are helping people across the continent solve everyday problems through technology.",3496
0,"Dubbed the cheetah capital of the world, Otjiwarongo, Namibia, is home to 1,400 wild cheetahs and the only cheetah genetics laboratory in Africa.",3497
-1,The adoption of Saturday's "Paris Agreement" on climate change wasn't just wonky diplomacy; it was about saving lives.  ,3498
2,"Climate change: CNN's John D. Sutter says the Paris agreement is historic and ambitious, but it must be met with forceful action on the national level.",3499
1,"U.S. President Barack Obama praised a landmark climate change agreement approved Saturday in Paris, saying it could be ""a turning point for the world.""",3500
0,Climate change: CNN's John D. Sutter meets with people living on the front lines of global warming. They're participating in the U.N. climate summit in Paris.,3501
-1,An outdoor exhibit focuses attention on the ephemeral nature of something amazing: ice. The Arctic is warming at about twice the rate of the rest of the planet.,3502
2,Climate change: CNN's John D. Sutter examines the debate over what level of global warming should be seen as acceptable at the UN climate summit in Paris.,3503
1,To meet the 2 degrees Celsius goal we basically need to ditch fossil fuels completely sometime around midcentury. ,3504
0,"COP21: CNN's John D. Sutter visits Samsø, a Danish island that produces 100% renewable energy. He finds the island offers solutions to global warming.",3505
-1,COP21: John D. Sutter visits a demonstration in Paris ahead of a major U.N. climate change summit. Marches were banned because of recent terror attacks.,3506
2,"Two Degrees: On the eve of COP21 climate talks in Paris, CNN's John D. Sutter says global warming is a longer-term form of terrorism, one we're bad at fighting.",3507
1,"Two Degrees: John D. Sutter visits the Northern Cheyenne Indian reservation, which has become an island of intact prairie in a sea of coal mines.",3508
0,"Cows and global warming? For CNN's Two Degrees series, John D. Sutter traces the carbon footprint of a plate of beef brisket from Snow's BBQ in Texas.",3509
-1,John Sutter offers readers of CNN's Two° series suggestions for how to help the Marshall Islands survive the effects of sea level rise and climate change.,3510
2,I'm recently back from the Marshall Islands -- one of the low-lying Pacific island nations that literally could be wiped off the map by climate change. ,3511
1,One injustice of climate change is that it threatens to disappear entire countries. CNN's John Sutter is visiting one -- and documenting it on Snapchat. ,3512
0,You've probably heard about some of the impacts of rising seas. But exactly how and why is it happening? John Sutter talks with a CNN meteorologist. ,3513
-1,"CNN's John D. Sutter visits Woodward County, Oklahoma, which has one of the highest rates of skepticism about climate change in the United States. ",3514
2,0,3515
1,Two Degrees: A CNN reader asks whether the Syrian war and refugee crisis may have been triggered in part by drought and climate change.,3516
0,Two Degrees: A CNN reader asks whether the climate change lead to more disease outbreaks. ,3517
-1,Mealworms and crickets as a solution to global warming? John Sutter finds insects may be more climate effecient than beef. Part of CNN's Two Degrees series.,3518
2,"Each Friday, CNN answers one of your questions on climate change, which is one of the most important topics that far too few of us are talking about. ",3519
1,"CNN's John Sutter answers questions about 2 degrees Celsius of warming, which is when climate change gets especially dangerous, according to experts.",3520
0,"If we warm the world another 2 degrees Celsius, experts say we risk super droughts, extinctions and worse.",3521
-1,"John Sutter: It's clear ISIS wants us to be afraid, but the vitally important Paris climate conference must go on",3522
2,"Women, particularly those in developing countries, are on the frontlines of a changing climate. Yet women's vulnerabilities remain hidden and their voices quiet.",3523
1,At the U.N. climate talks -- called COP21 -- John Sutter says everyone's attention is focused on a garbled document that could determine the fate of the planet. ,3524
0,Looks like Earth is already halfway to the danger zone.,3525
-1,"Climate change is all about degrees. And we sure don't want to accumulate six of them, writes CNN's John Sutter. ",3526
2,CNN's John Sutter takes reader suggestions for the top non-fiction books on climate change. They include a Pulitzer winner and an illustrated comic. ,3527
1,John Sutter says heed this number: 400 ppm. That's how much carbon dioxide is in the air for every million parts of something else. It's warming Earth.,3528
0,2007 CNN Hero Aaron Jackson is at the border in Poland helping refugees from Ukraine start new lives after fleeing the war.,3529
-1,"For hundreds of Holocaust survivors living in Ukraine, Russia's invasion evokes painful memories as they find themselves once again at risk.",3530
2,We asked Jeison Aristizábal to share what's happened since he was recognized as the 2016 CNN Hero of the Year. Here is his open letter:,3531
1,"Driving in a snow storm is difficult. Add in blowing wind and poor visibility, and travel can become downright dangerous. And driving in a snow squall is next to impossible.",3532
0,"Avalanches can occur any month of the year and in mountainous locations around the world. If caught in an avalanche, time is of the essence and knowing what to do if caught in one, could save your life.",3533
-1,"Be prepared for a winter storm: Here's what you should have on hand in case you get stuck at home, work or in your car during a snow or ice storm and how to take care of your pets. ",3534
2,CNN meteorologists explain the dangers of wind chill and other things you should know.,3535
1,A first-of-its-kind facility is being built to test the catastrophic conditions of the world's strongest tropical cyclones.,3536
0,"Snow, sleet and freezing rain are set to impact millions this week, setting up the potential for power outages while temperatures plunge well below freezing.",3537
-1,"What does it take to plow a major city in a massive snowstorm? And the cold is gripping the country so far south that iguanas are freezing, literally.  ",3538
2,If you can believe it -- MORE winter weather could impact the same spots later this week as what are getting hit Monday and this past weekend.  ,3539
1,"Temperatures expected this week will be the coldest air of the season by far, and will even reach some big cities in the Northeast and New England.",3540
0,Millions woke up this morning with a weather whiplash like no other. ,3541
-1,"As the holiday hangover starts to wear off and the daunting trip home is facing you head on, Mother Nature isn't offering any favors. ",3542
2,"The 2021 Atlantic hurricane season, just like the 2020 season, was one for the record books -- but for different reasons. ",3543
1,"Hurricane Ida threw Cancer Alley's high cancer and Covid-19 rates and underlying environmental health hazards, which come from the area's rampant pollution from fossil fuel industries, into harsh relief.",3544
0,"Those seemingly random hurricane hunter flight patterns to sample hurricanes look like boxes or stars, but they serve a purpose ",3545
-1,The Lake Mead reservoir is poised to become the focal point of one of the country's most significant climate crises: water shortages in the West.,3546
2,"Vast swaths of the West are experiencing a historic, unrelenting drought, the worst in the region in at least 20 years. ",3547
1,A potentially lethal heat wave is affecting more than 40 million people in the US this week.,3548
0,"After visiting Tracy, a woman in California who is ready to flee her dream house to escape wildfires and other effects of climate catastrophe, John Sutter traveled halfway across the country, to Duluth, Minnesota to try to answer her question: Where can she go? Is anywhere safe? It turns out, Tracy isn't alone in asking the question.",3549
-1,"Corporate America must be compelled to fess up about the financial risks posed by the climate crisis, a coalition of state attorneys general told the Securities and Exchange Commission on Monday.",3550
2,"New research shows high-elevation forests in the Rocky Mountains are burning more now than any time in the past 2,000 years amid extreme, climate change-induced drought. ",3551
1,"Flooding is the most costly natural disaster in the United States. As climate change increases the risk of flood damage, a new report finds that the country's National Flood Insurance Program is greatly underestimating the financial threat to homeowners.",3552
0,I've been a meteorologist at CNN since 1999. And for a long time I didn't think that global warming gasses would overwhelm the earth enough to change its climate. One big number ultimately changed my mind. ,3553
-1,Marine biologist Erika Woolsey is using immersive virtual dives to raise awareness of coral reef damage and inspire action to protect our seas.,3554
2,The Wildbook for Whale Sharks uses an algorithm first developed by NASA to identify individual whale sharks by the patterns on their skin. This provides scientists with critical information about the sharks' population hotspots and migration routes.,3555
1,Not sure how we found ourselves in this climate crisis? Still on the fence about how much the planet is warming and how much of it is caused by humans? Here are the facts you need.,3556
0,A new study predicts the eroding ice sheets at the Southern pole could trigger a serious rise in sea levels even if climate change is addressed. ,3557
-1,"An estimated 77% of the world's cities are going to face dramatic changes in climate conditions by 2050, a new study says. A fifth will face conditions so extreme they don't exist anywhere on earth yet.",3558
2,The ice surrounding Alaska is not just melting. It is so low that residents along the western and northern coastlines are facing a crisis of survivability.,3559
1,"Within your child or grandchild's lifetime, the weather may be dramatically different because of climate change. The past five years have already been the hottest on record for our planet, but based on new projections, it's going to get a lot hotter for the 250 million people living in North American cities. ",3560
0,"Greta Thunberg has rapidly become a household name since she began her climate strikes in 2018. And she's not alone.
",3561
-1,Viral internet challenge #trashtag has encouraged a worldwide garbage cleanup. ,3562
2,"New research sheds light on the geograpy of climate change confusion in the United States, where there's more agreement on clean energy than on climate science.",3563
1,"Smoke from severe wildfires burning on the West Coast has blown thousands of miles east, now reaching parts of the Midwest, Canada and upstate New York. ",3564
0,"Andres Figueroa spent time in the Atacama Desert, one of the driest places on Earth, and took portraits of Chileans who dress up for religious festivals.",3565
-1,"Sweden has some of the most generous parental leave on Earth, and these new dads are taking advantage of it.",3566
2,Home means many different things to different people. ,3567
1,"Deep within the Amazonian rainforest live the Huaorani people, who didn't have any contact with the outside world until the 1960s.",3568
0,German photographer Felix von der Osten visited an Indian reservation in Montana last year and set out to show the "beauty and richness of the culture.",3569
-1,"Richard Ross' latest collection of photos, ""Girls in Justice,"" conveys the ugliness of a young person's life behind bars.
",3570
2,"Pieter ten Hoopen took portraits of refugees at the Mayo camp in Khartoum, Sudan. He set up a studio near a hospital, and it quickly became a sensation.",3571
1,Jooney Woodward's portraits focus on the inexplicable yet noticeable bonds that exist between show animals and their handlers.,3572
0,"CNN Hero Dr. Ricardo Pun-Chong's Peruvian non-profit, Inspira, provides free housing, meals and overall support for sick kids and their families while they undergo treatment. ",3573
-1,"CNN Hero Neal Bermas' non-profit STREETS International provides at-risk youth with a rigorous training program, preparing them for careers in Vietnam's booming culinary and hospitality industries.",3574
2,"CNN Hero Brisa De Angulo founded A Breeze of Hope Foundation in Bolivia -- the group provides free and comprehensive psychological, legal, medical and social services for child and adolescent survivors of sexual abuse. ",3575
1,"""If people weren't trying to buy child sex it wouldn't be being sold."" Actress and activist Mira Sorvino talks about the child sex trade in Cambodia.",3576
0,"CNN Freedom Project. In Nepal, organ traffickers are duping villagers into having operations and taking their kidneys.",3577
-1,"In Guatemala, nearly ten out of every 100,000 women are killed. The country ranks third in murder of women worldwide. But there is hope for the future.",3578
2,Aid workers on the front lines in ISIS' sights talk about what keeps them there despite the risk.,3579
1, May 5.Hide Caption 53 of 85 Photos: Photos: Syrian civil war in 2014 Syrian civil war in 2014  �?A man helps a woman through debris after reported airstrikes by government forces on Thursday,3580
0,"The Syrian war has closed schools, forcing many young Syrians to defer their education. One young Syrian woman is helping others while she waits for peace.",3581
-1,"In 2011, more than 3 million people lived in the Syrian city of Aleppo. Then the bombs came. Here are ways you can help.",3582
2,"As fighting escalates in Yemen, Doctors Without Borders, UNICEF, CARE and others are trying to provide food, water, and medical supplies. ",3583
1,"Widely regarded as the birthplace of coffee, Ethiopia is one of the world's largest producers of the popular brew.. ",3584
0,There's much more to Mauritius than golden beaches and grand hotels. SKC Surat has grown from a fruit and veg market trader to the country's market leader.,3585
-1,Three landmark civil rights laws are as central to the Martin Luther King Jr.'s legacy as his "I Have a Dream" speech. But a new conservative bloc on the Supreme Court is poised to dismantle them -- while likely claiming to honor King's legacy.,3586
2,"What happened to the meteorologist accused of a racial slur has become a ritual. He was tied to the social media version of a whipping post. But here's a blasphemous thought: What if this ritual actually reinforces racism instead of combating it?
 ",3587
1,It is the most insidious form of racism: angry white men who project their aggression onto others. We explain how this anger is driving politics,3588
0,The standards for racially offensive language are shifting. One word shows how.,3589
-1,"The recent spate of 911 calls on blacks isn't a symptom of anything new. It's a modern twist on something old, say some historians and those who've lived through it.
",3590
2,"People are starting to see race like gender -- as a choice. Here's why more people are picking their own race, and why that might make racism worse.
",3591
1, 'None of these things,3592
0,"When the Trump administration recently signaled it was going to crack down on affirmative action, some critics responded: Why not start with Trump himself?",3593
-1,Beyoncé rocked Coachella and Kendrick Lamar grabbed a Pulitzer. But they also gave us a lesson on being "unapologetically black.",3594
2,Here's a shocking truth the racist yearbook photo won't reveal: Some of black people's best friends were white politicians who were racist.,3595
1,"He was a spiritual genius who mentored MLK and carried Gandhi's teaching to America. Meet Howard Thurman, the man who ""put angry hearts at ease.""",3596
0,"What do white athletes owe black teammates they've befriended when those friends take a public stand against racism? Boston Celtics legend Bob Cousy's tears offer an answer.
",3597
-1,"How do you call someone a racist without ever using the word? Use terms like ""racialist"" or ""ethno-nationalist."" The spread of this new racial doublespeak, though, may reinforce racism while pretending to call it out.",3598
2,"If Democrats hope to take back the White House, they will have to do better than mobilize those who don't normally vote in midterms. Florida -- and maybe Georgia -- shows that won't be enough. They will have to wake up the ""too woke to vote"" crowd.",3599
1,"Years before Nazis preached about a master race, millions of Americans tried to breed a better, and whiter, race. A new PBS film looks at ""The Eugenics Crusade"" that caused leaders to sterilize scores of Americans deemed genetically unfit.",3600
0,President Donald Trump may be on the verge on doing something that arguably no American leader has ever done:,3601
-1,"He is widely considered America's greatest pastor, but Billy Graham refused to take a clear stand against the greatest moral evil America faced in his day, some say.",3602
2,"For this Somali refugee and her family, making it to the United States was the end of one journey and the beginning of another.",3603
1,"Border Patrol agents can conduct immigration checks in a broad area known as the 100-mile zone, which encompasses many major cities and several entire states.",3604
0,"ICE Air, run by Immigration and Customs Enforcement, has deported nearly 100,000 people on charter planes in the past year.",3605
-1,Jesús and his mother thought crossing the border would be the hardest part of their journey. But now this question haunts them: Will America let them stay?,3606
2, he says. ""But the next day,3607
1,Bobbi Young describes how her family fought for nursing home reform after her mother was raped at a facility when she was 88. One of her mother's last wishes was for people to understand that no one is too old to become a victim of rape.  ,3608
0,No one believed he would rape nursing home residents. Now he's going to prison. ,3609
-1,"The Vatican has told the US Conference of Catholic Bishops to delay voting on measures to hold bishops accountable for failing to protect children from sexual abuse, the president of the conference said in a surprise announcement Monday morning.  ",3610
2,"Pope Francis accepted the resignation of Cardinal Donald Wuerl, the embattled archbishop of Washington. But the Pope's high praise for Wuerl in the wake of two clergy sexual abuse scandals angered some abuse survivors. ",3611
1,The Department of Justice has subpoenaed at least seven of the eight Catholic dioceses in Pennsylvania as part of an investigation into abuse by priests. ,3612
0,"For the first time in 600 years, there are two living popes, one retired and one active, whose fates may be intertwined, even as many of their followers are at odds. ",3613
-1,The US Catholic bishops' conference issued a dramatic apology on Wednesday for the role of bishops in the church's clergy sexual abuse scandal and announced new initiatives to hold abusive or negligent bishops accountable. ,3614
2,You know the scandals in the Catholic Church are bad when a leading American cardinal says his own mother is ashamed to show her faith in public. That's what Cardinal Timothy Dolan of New York told CNN's Christiane Amanpour on Thursday. ,3615
1,"Even before Archbishop Carlo Maria Vigano called for Pope Francis to resign on Sunday, the two men had a history, and it wasn't good. ",3616
0,"If the Catholic sexual abuse scandal that came to light in 2002 slowly unspooled through news reports, Pennsylvania's grand jury report landed like an atom bomb, dropping its online horrors all at once. ",3617
-1,He was a Jew from Brooklyn named Bernie who became of world's most influential -- and controversial -- Buddhist Zen masters.,3618
2,"How should Christians, or anyone for that matter, respond to the outrages that seem to ooze from our screens every day? ",3619
1,"Days after the Museum of the Bible acknowledged purchasing forged Dead Sea Scrolls, more American Christians say they now suspect that they, too, have bought pricey fakes. ",3620
0,"In August of 1949, Billy Graham was just another lost soul who literally climbed a mountain in search of spiritual clarity. ",3621
-1,"Psychologists call the emotion ""elevation,"" and it can have enormous power over us, whether you're the Pope or a famous Hollywood director. ",3622
2,"In a short but impassioned sermon Saturday, Rabbi Jeffrey Myers blamed politicians for a rise in hateful rhetoric, saying it led to the massacre at his synagogue last week in which 11 Jews were slain in the worst anti-Semitic attack in US history. ",3623
1,"Pittsburgh's grieving Jewish community welcomed the Sabbath outside the Tree of Life Synagogue on Friday evening, an emotional act of worship and defiance just six days after the worst attack of anti-Semitism in American history.",3624
0,"Rabbi Jeffrey Myers lies awake at night, wrestling with his conscience and his God. It's been nearly a week since seven members of his congregation were slaughtered in the worst act of anti-Semitism in American history. ",3625
-1,"As they mourn their dead, Jews are having difficult discussions about the tensions between the core Jewish value of helping strangers in need and the need to keep their communities safe from anti-Semites and others with violent intentions. ",3626
2,What does the Bible say about arming pastors and people in the pews? That's the question some are asking after a gunman recently killed 11 people at a synagogue. Clergy cite dueling scriptures to  answer this question.,3627
1,"Wineland, 21, captivated millions of people around the world with her honest talk about illness and mortality while living with cystic fibrosis.",3628
0,They were fighting to save their son. And the cost of the "miracle drug" he needed kept rising.,3629
-1, saying it would be difficult,3630
2,More than 80% of doctors who filed Medicare claims in 2016 for H.P. Acthar Gel -- a drug best known for treating a rare infant seizure disorder -- received money or other perks from the drugmakers.,3631
1,"He was a legendary tank commander in WWII who returned to the scene of a battle 68 years later to meet a former enemy and answer one question about a woman he encountered in a battle: Did she live? 
 
",3632
0,"Rural suicides outpace those in urban America, and Montana's suicide rate leads the nation. One farming family in north central Montana shares their story of loss in the hopes that their anguish can save others. 
",3633
-1,"A gay couple wanted a family and, with the help of two women, had a son. When a storage tank holding embryos, or future siblings, failed, the outcome touched them all. ",3634
2,"Cara Pressman had a blunt ""screw you"" message for Aetna after the insurer denied her minimally invasive brain surgery. After the teen spoke up, Aetna changed its policy -- and Cara got her surgery.",3635
1,"Her only chance at life is a new liver, but her insurer said no. Then she wrote a powerful plea to the CEO.",3636
0,Decades-old allegations against Judge Brett Kavanaugh have introduced a new chapter in the #MeToo movement. Some women are thinking and talking about their own sexual assaults for the first time in years. And they're asking themselves if they could come forward.,3637
-1,"In one of California's few conservative strongholds, the sons and daughters of once-targeted immigrants are fired up to bring change at the polls.",3638
2,Three bullets hit Rachel Sheppard when a gunman opened fire on a music festival in Las Vegas. A stranger and a woman she barely knew saved her -- and changed them all.,3639
1,"Kentucky may become the first state to effectively outlaw abortion. But the women in Appalachia would simply like birth control, sex ed and honest talk.",3640
0,"Paulette Leaphart was the perfect hero: a cancer survivor baring her double-mastectomy scars on a 1,000-mile walk to Washington. Until her own words got in the way.",3641
-1, after reading Facebook posts critical of PauletteOne woman who did get caught up in it was Carmen Lawrence from Cleveland,3642
2,,3643
1,,3644
0,,3645
-1,A CNN exclusive investigation uncovers what could be a child trafficking scheme for adoptions after one mom blew the whistle. ,3646
2,"California's insurance commissioner has launched an investigation into Aetna after learning a former medical director for the insurer admitted under oath he never looked at patients' records when deciding whether to approve or deny care.
",3647
1,"Most hate crimes are committed by four types of people, according to an obscure study used by FBI.  
",3648
0,We know what the world lost when MLK Jr. was assassinated. But what more could it have gained had he survived? How would he have changed events? Here are four scenarios.,3649
-1,"Exclusive: Breathing machines gone silent. Hospital cutbacks. Six months after Hurricane Maria, the deaths continue in this town",3650
2, shares that view. Rodriguez's health deteriorated in the conditions Maria left behind,3651
1,"Her Baha'i beliefs in peace, altruism and humanity were, undoubtedly, instrumental to Mahvash Sabet's perseverance in prison. But she also relied on something else: poetry. 
",3652
0,"After owning the iconic moment of the 2016 Democratic National Convention, Gold Star father Khizr Khan is now endorsing Democratic hopefuls, especially veterans, and is familiar enough to make robocalls and share headlines with powerful operatives.",3653
-1,"Farris Barakat began talking tolerance after his brother was killed in what Muslims saw as a hate crime. Three years later, he sees himself as an activist for America.",3654
2, he thought of Farris and his altruism after the loss his family suffered. It couldn't be easy,3655
1,"As America remembers Barack Obama's election 10 years ago this year, we explore three reasons why some Americans believe his vision of America is still the future -- even in today's political climate.",3656
0,It's easy to blame neo-Nazis for violence in Charlottesville. But activists and historians point to four ways millions of ordinary Americans become 'white supremacists by default.',3657
-1,"Critics say the Trump's administration is trying to make images of white men wielding all the power seem normal again. If so, can they get away with it?
",3658
2,"Here's how Trump's presidential victory becomes another Lost Cause. It starts with ""racial amnesia.""
",3659
1,"For many years, Sherry Johnson kept silent about her forced marriage and the abuse she suffered as a girl. But now her plight may bring an end to child marriage in Florida.",3660
0,"Kate Weissman's parents paid $95,000 for her cancer treatment after UnitedHealthcare denied coverage. She's now cancer-free. One medical director who denied coverage isn't board-certified  ""gynecologic oncology.""",3661
-1,"Many Americans have turned MLK into a safe holiday mascot, but some say King still speaks to three contemporary issues in America that go beyond civil rights.",3662
2,"It's a surreal to see your old neighborhood go up in flames. But when I returned to Baltimore this week, the rage made sense. The older black men were gone.",3663
1,"Easter isn't just about a risen savior. The resurrection stories can also be seen as a #MeToo moment, some say. ",3664
0,Teachers in local schools suddenly found themselves on the front lines of a crisis after immigration authorities swept through a Tennessee meatpacking plant.,3665
-1,"Dady Jean and her daughter, Schnaika, were brought to the United States after a 2010 quake injured the girl. Now they're among nearly 60,000 Haitians facing deportation.

",3666
2,They're not slumped over in alleyways. They haven't lost everything. They are the heroin addicts living next door and fooling their families. ,3667
1,"Anthony C. Acevedo, a World War II medic and one of 350 US soldiers held in a Nazi slave labor camp, has died at 93. His final words: ""How life tells a story.""",3668
0,"In Winston-Salem, North Carolina, people on opposite sides of the immigration debate have one thing in common: fear.
",3669
-1,"Is ""The Last Jedi"" a warning about the end of organized religion in America, or a parable about spiritual renewal? ",3670
2,"Some scholars say the artifacts date to the days of Jesus. But others say they're forgeries meant to dupe Christians, including the new Museum of the Bible.",3671
1,"Some Christians call Donald Trump a believer, others an ""idolater"" What does he really believe? His pastor offers some clues.  ",3672
0,The EPA says this Louisiana town has the nation's highest risk of developing cancer from air toxins. The plant emitting the toxins says otherwise. Locals are outraged.,3673
-1,Islamophobia didn't start on 9/11. It's rooted in one of America's oldest prejudices -- and it's more dangerous than you think.  ,3674
2,"Grant County, Nebraska, has the highest rate of Obamacare enrollees in the US. It also voted overwhelmingly for President Trump. A disconnect? Not to residents.",3675
1,"Jadon and Anias McDonald, the once-conjoined twins whose separation surgery last year captivated millions, have returned home after nine months of rehabilitation.",3676
0,"The late Bishop Eddie Long was a megachurch pastor whose career was derailed by scandal. I saw his rise and fall, up close and personal.",3677
-1,"The H-1B visa was meant to bring the world's smartest people to America but that's not how it always works. Under Trump, the program faces fresh scrutiny.",3678
2,"Guns are not a part of the culture of my homeland, except perhaps for the occasional Bollywood movie in which the bad guy meets his demise staring down the wrong end of a barrel. ",3679
1,Corporate greed and potential environmental disaster are arguments against the Dakota Access Pipeline. But a big issue for the Standing Rock Sioux and other Native Americans is the threat to sacred land.,3680
0,"K.S. Narendran is disappointed the search for MH370 was suspended,  but his personal journey to live life without his wife continues.",3681
-1,"Heroin's shattering force hit Huntington, WV, in a span of 5 hours: 28 overdoses, 2 deaths. Here is the story of the day when ""all hell broke loose.""",3682
2, paramedics,3683
1,"Forget about the politics of abortion and labels like ""pro-life"" and ""pro-choice."" The ""pro-voice"" philosophy says the divide has kept people from listening, and it's time to change. ",3684
0,A small city in Canada welcomes Syrian refugees with open arms.,3685
-1,"People of color traditionally told stories of suddenly discovering they were different, of not fitting in. Now white people are telling the same kind of stories.",3686
2,"No one is ever a racist, judging by a parade of public apologies. But what if a person said: ""What I did was racist, and there's no other excuse. I was wrong.""",3687
1,Thousands of Cubans who say they're fleeing a repressive government and searching for economic opportunity are taking their first steps in the United States.,3688
0,We're in a post-verbal world where people tweet and text more than talk to one another. Yet a subculture of storytelling is thriving at places like Toastmasters.,3689
-1,"As my mother lay dying last September, we surrounded her with song. Music had filled her life and often our household. Now it became our way to connect with her, when her deteriorating brain allowed for little else. ",3690
2,Supreme Court nominee Neil Gorsuch was raised Catholic but attends an Episcopal church.  Would he be the court's sixth Catholic justice or its only Protestant?,3691
1,It's a summer camp with a distinction: participants are young people touched by terror. This year 55 gathered together and found solace in their common bond.,3692
0,"The 10 Palombo siblings lost their father during the terrorist attacks of 9/11. When their mother died several years later, they agreed to raise each other. ",3693
-1,The friendship between an American teen and a young French woman is unlikely except one thing: they both lost their fathers to terrorism. And their bond is deep.,3694
2,Here's a dirty little secret about the civil rights movement:. A lot of Americans don't want to hear about it. Ans why should they?,3695
1,"When children are killed by guns, the voices of the young brothers and sisters left behind are seldom heard. Theirs is the untold story of this American tragedy.",3696
