sentiment,message,tweetid
0,"if you get this, your army card is premium https://t.co/LAmDjmk7n7",18404
1,"Over 75+ replies in 4 minutes! ARMY, you’re on 🔥 #BoyWithLuv #BestMusicVideo #iHeartAwards",18405
2,MAX talks about being a fan of &amp; Jungkook singing his song. mentions ARMY sending flowers. http…,18406
-1,Weverse Official BTS | V ↘ [ARMY ZIP] BTS Cinema (Movie Poster) A neo-noir filled with unexpected plot twists and shocki…,18407
0,🌟2020 iHeartRadio Music Awards🌟 RT=1票💜 ★Best Fan Army★ #BTSARMY #BestFanArmy #iHeartAwards…,18408
2,TAEHYUNG ARMY ZIP PHOTO! DROP LATER!! TANGENAAAAA UGHHHH! https://t.co/G1R9tMwlxj,18409
1,"Forced to develop locally made missiles fired from Apache helicopters after Obama halted sales to Israel in 2014, Israel’s…",18410
-1,Remember when an army used google translate to ask “are you excited to go to korea?” But it messed up and said “Are you horn…,18411
0,J-Hope's 'Chicken Noodle Soup (feat. Becky G)' MV has passed 130 million views. #iHeartsAwards #BestFanArmy…,18412
1,"So ARMY ZIP drops then CONNECT, BTS and then Run? Damn",18413
2,MY NEW BROTHER SUGA https://t.co/RqM9zHWSPY,18414
-1,Y’all remember this army who had a room full of bts universe theories..... https://t.co/rwMWLPzeL7,18415
0,i just want to remind you all that i still think about the army who made this saying that this is how jungkook will meet…,18416
2,"V on Weverse ARMY : Everyone, please help Philippines ARMYs! 🙏 🇵🇭 V : My heart ache for that nowadays hope nobody will be…",18417
1,I’m the one who wrote this post on weverse. I’m glad that many ARMYs are able to see so that they have awareness as to wh…,18418
-1,Army IDs Two Paratroopers Killed by Roadside Bomb in Afghanistan | https://t.co/eug1zOy1lJ https://t.co/lujCwMUtcD,18419
0,"💡What is Shazam? 💡Why is it important? If you're a PH ARMY, feel free to DM us if you have other questions. ❝ Teamw…",18420
1,"Avalanches hit Army &amp; BSF posts, 4 jawans rescued but 1 jawan is still missing. Bad weather hampers rescue operations. https:…",18421
2,Weverse Official A Special Gift for ARMY from BTS SUGA https://t.co/7VQDvghgfj,18422
-1,Taehyung’s army zip photos in one hour...... dunno if I’ll survive,18423
0,[VIDEO] A groom from the Philippines danced to a medley of songs with his friends on his wedding for his new br…,18424
2,remember when yoongi replied to an army in english 🥺🥺 why did i just read it in his tiny english voice too i’m devastate…,18425
1,"ARMY, what year did bighit acquire you?",18426
-1,ARMY detectives found out that BigHit created a website for #CONNECT_BTS but it is not yet confimed. The link to the webs…,18427
0,INDONESIA ARMY WHERE ARE YOU?! WE ARE HUGE PLEASE VOTE #BoyWithLuv #BestMusicVideo #iHeartAwards @…,18428
1,so this groom from the philippines decided to give his wife who’s an army/kpop fan a medly of bts songs.. and honestly this…,18429
2,pre-order untuk Map of the Soul: 7 oleh ARMY China 🇨🇳 telah mencapai 230.192 copy 😮gileee gileee #BestFanArmy #BTSARMY #…,18430
-1,Taehyung's army zip photos come out today and I am absolutely shitting myself 😭 https://t.co/qatAjVlkUI,18431
0,NW THIS IS STILL THE FUNNIEST SHT EVER https://t.co/JCxknn6ITI,18432
2,Wasn’t this Abbott’s green army vision? https://t.co/1OnH29Zoq5,18433
1,Weverse Official A Special Gift for ARMY from BTS V https://t.co/gA43LVRqdl,18434
-1,Tell u to also give him a military name. Then we can… https://t.co/HJmSL2Kdae,18435
0,One Man ARMY THALA AJITH 🔥 #19YearsOfDHEENA,18436
1,"The two genders, Emasculated and Literally In The Army.",18437
2,[MEDIA] Cosmopolitan Philippines () wrote an article about Taehyung sending his own prayers for those affected in…,18438
-1,I’ve decided again tonight. I’ll love forever. I’ll be an ARMY forever.,18439
0,"[Latest Update] Pre-orders for Map of the Soul: 7 by China ARMY 🇨🇳 have reached 230,192 copies! via. 咖泰亨 on Baidu Tieba #Be…",18440
2,"Has the vicious, nasty, vindictive, abusive digital army launched a twitter attack against #SatyaNadella or not yet? ""Mi…",18441
1,"Baby ARMYS should experience Outcast bc that was honestly one of THE best times on ARMY twitter. Every single day, the who…",18442
-1,FINDING PH ARMYs 🇵🇭 FINDING PH ARMYs 🇵🇭 FINDING PH ARMYs 🇵🇭 FINDING PH ARMYs 🇵🇭 FINDING PH ARMYs 🇵🇭 FINDING PH ARMY…,18443
0,"Weverse Official BTS | JIMIN 200113 ↘ [ARMY ZIP] BTS CINEMA - INTERVIEW &amp; GALLERY About ""Young Forever: Mono"" by ACTOR :…",18444
1,"After the most brutal and provocative statement of the DGISPR (should an already butchered be butchered again), we are forc…",18445
2,Congratulations J-Hope and for 130M views for CNS 🎉 Let's stream as much as we can until Hobi's bir…,18446
-1,It matters to bts &amp; army. RM mentioned abt… https://t.co/lJdIfDz0by,18447
0,"Whenever surgical strikes happen, they do not believe the army's stands and even the PM's statements. They keep asking for e…",18448
2,200114 Army: everyone help the Philippine ARMYs... please.🙏🏻 #PrayforThePhilippines V: these my heart hurts a lot. plea…,18449
1,The latest #Bloodshot trailer has Vin Diesel rebelling from an army of super soldiers (via ) https://t.co/aU…,18450
-1,아미 사랑꾼들 어떻게 안사랑해 ㅠㅠ CONNECT WITH ARMY #iHeartAwards #BTSARMY #BestFanArmy https://t.co/ffRuNz8dvp,18451
0,Bernie and Warren are the two most progressive presidential candidates in a generation. Remind yourself of this before we…,18452
1,Firefighter Let Out of Jail Despite 'Serious Sex Offenses' Arrested for Starting 17 Fires in Australia https://t.co/GiMhYIlwGC,18453
2,"Australia since 1910. This one image says it all. Arson, my ass... total denier bollocks #AustralianBushfireDisaster…",18454
-1,Funny (not) how the Australian authorities have investigated nearly 200 people for arson and already charged some.… https://t.co/6MaT9MYXGa,18455
0,Interesting. I posted a few caustic tweets about the failing Morrison government and Pauline Hanson. Then the #Newspoll came…,18456
2,Please at least try and do some research first before you speak. Lighting and humans started the Aussie fires. They t…,18457
1,I believe this is the most credible current information on arsonists and… https://t.co/5aunr5kveV,18458
-1,Climate Change Or Arson Jihad? - https://t.co/BNYlRJsACJ A look into what's behind the Australian wildfires.,18459
0,It's 13 yrs old but imagine they were #JNU students For burning US flag 3 Yale students (1 Xtian &amp; 2 Muslm names) were ch…,18460
1,"""Only about 1 per cent of the land burnt in NSW this bushfire season can be officially attribu… https://t.co/prCXHHyt1B",18461
2,Is this arson bastardry a co-ordinated global Greens scheme to convince the world Co2 is causing global warming and t…,18462
-1,I don't know why they Hon Judges get carried away? they should have stuck to the law. No one is den… https://t.co/gwDfJdcsaN,18463
0,Arson and failure to enact controlled burning. Easy,18464
2,"The viral false claim that nearly 200 arsonists are behind the Australia fires, explained https://t.co/V8mJfFmBPh HANNITY…",18465
1,No just plain hard facts. Australia has always had fires - Tony Heller… https://t.co/pSFW3bHioq,18466
-1,190 people arrested for arson!,18467
0,I’ve had a number of messages saying that the media is ignoring arson as a major cause of the Australia bushfire crisis.…,18468
1,"Newscorp digging deeper. Adverse publicity about their coverage of bushfires, insistence on concentrating on arson, backbur…",18469
2,The inquiry will show an alarming increase in the numb…,18470
-1,"Climate change is now the #1 cause of arson. Or perhaps arson is the #1 cause of #ClimateChange Whatever it is, the sol…",18471
0,"Two of the most recent studies say there are between 52,000 and 54,000 bushfires in Australia every year. Of…",18472
2,Still waiting for the scientific data supporting arson rate increases....,18473
1,"In Ilhan’s world, arson = climate change.",18474
-1,"2009 bushfires in Victoria: - 173 fatalities - Labor Govt &amp; Kevin Rudd - Caused by arson, power lines, lightning - Nobody…",18475
0,Boats on fire in PA small boat harbour – arson suspected https://t.co/k7HGhdjLTQ via,18476
1,The inquiry will show an alarming increase in the n… https://t.co/VAN8Gf8Cx3,18477
2,Police figures show far fewer people in Australia have been charged with bushfire arson https://t.co/8KPMNFSmcp https://t.co/VQeZhECrJm,18478
-1,Map of 379k tweets from 190k accounts on Aus bushfires and arson. The narrative that arsonists (and not climate change) are res…,18479
0,Rubbish Hillary! I am an Australian living near the fires &amp; the causes of the fires have been: 1. Arson with approx 200…,18480
2,"We cannot stop bushfires, we must plan to live with them. This means significant change, including information and… https://t.co/XX4QCfV9h3",18481
1,Emergency Services Commissioner Andrew Crisp says most Victorian fires started by lightening. Not aware of any police…,18482
-1,The guy next to me is texting people “arson fact file” bushfire conspiracy theories 🤪🙃,18483
0,I've gotten a lot of hate mail for our latest article about the actual arson figures for this bushfire season. Some have accus…,18484
1,"ℹ KNOW THE FACTS ℹ The has said that lightning, not arson, is predominantly responsible for starting this season's…",18485
2,that's right im rdg caste heaven.... surprised no one's thought of arson,18486
-1,Ummah before everything. 'Eminent intellectuals' ready to make the most ridiculous of claims to provide cover to the foo…,18487
0,Yeah because arson and poor forest management is not climate change.,18488
2,200 people were arrested for arson 😂,18489
1,"Officials Charge Nearly 200 with Arson, Looting as Wildfires Rage https://t.co/sY2lhGhsGZ",18490
-1,"Theories are not facts. The earth has not ended since the last time Al Gore, the Democrats &amp; climate change advocates s…",18491
0,As fire chiefs in NSW have made clear there may be a few cases of arson but most fires are caused by ligh… https://t.co/7GDlTmGvrO,18492
1,Chichester man convicted of arson and assault https://t.co/HSQFTj8xFU,18493
2,"...the lack of decent land management / strategies for fire prevention,… https://t.co/ieKcFNpZVs",18494
-1,Ladies don’t ever go to jail for arson over a dusty ass cheating man in a c class 😩 is his date just sittin there waitin…,18495
0,"it's not just arson that's starting the fires though, in some ar… https://t.co/n6keLJK9yB",18496
2,John Brennan Sacked corrupt Ex CIA Director who was one of the people… https://t.co/7ylzHD8vo6,18497
1,"As part of our analysis of misinformation propagated about the Australian bushfires, has produced this detai…",18498
-1,"TASA member et al. was in the recently on, ' #Bushfires, #bots and #arson claims: #Aus…",18499
0,HE HAS A FUCKING HEART AND A LITTLE RAINBOW EMBROIDERED ONTO HIS PANTS IM GOING TO COMMIT ARSON https://t.co/hF30TdQGpy,18500
1,‘I did not burn myself out for nothing’ -Jon Moxley Finally he get the match he committed arson for heheh Can’t wa… https://t.co/XRsENYSlI6,18501
2,"Violence, arson across West Bengal as strikers try to enforce bandh; 55 arrested in Kolkata - Times of India… https://t.co/bIMdUMDstT",18502
-1,Arson is not climate change. Arson is not climate change. Arson is not climate change. Arson is not climate change. Arson is…,18503
0,"There's no doubt, , that officials are downplaying arson's role in Australia's fires (because they are global…",18504
2,"Dr ji Pakistan,Bangladesh 'Terrorist' Elements Behind Anti-CAA Arson, Says Dr.Swamy Dr Swamy claimed…",18505
1,Arson major factor in Australian Fires... https://t.co/X59fykaOdA,18506
-1,"Anti CAA Protest:-Prof.Robin Verma released from Lucknow jail this morning. He was illegally detained, brutally tortured…",18507
0,"In response to those spreading misinformation about arson being behind the horrific bushfire season in Australia, here are…",18508
1,"Actually, that claim about 200 people is the hoax. https://t.co/ilbnslmdeW",18509
2,Perhaps we should put out a companion piece of the biggest Arson deniers.,18510
-1,The arsonist turns up with a fire extinguisher. https://t.co/WRpE2YRLue,18511
0,The arsonist turns up with a fire extinguisher.,18512
2,Bullying &amp; harassing people who disagree with your candidate’s assessment that a woman can’t beat Trump is not the path…,18513
1,Equivalent of an arsonist that lights the fire then rushes in as a hero to put it out! Except this fi… https://t.co/xFebDYfVsa,18514
-1,Have I got this right #Arsonist in Chief of #AustraliaBurning Morrison is even smugger &amp; smirkier than usual bc he clai…,18515
0,Fke news. None of the bush fires in Victoria were lit by arsonist.,18516
1,"In Bhainsa of Nirmal district(Telangana), stone pelter and arsonist mobs have selectively targeted hindu properties, v…",18517
2,It’s called 185 arsonist!,18518
-1,"""Morbius the Living Vampire""? I mean, ok. I can come up with names too. ""Garamondo the Dead Werewolf."" ""Camandrake the…",18519
0,One of the blog confirms that voilence was linked to CAA and nrc protest. In Bhainsa of Nirma…,18520
2,"Had two dreams , one bad and the other good . I was a hero in the second dream 😁😁😁😁😁. Even rode a 6 legged mystic… https://t.co/nAe63CJfZS",18521
1,This is what happening in Bhainsa elections collude betweenTRS-Aimim(arsonist mob) #Bhainsaattacked #Bhainsaburnt s… https://t.co/OlEigmtEcy,18522
-1,You mean a sea sandwich?,18523
0,Love to see a billionaire talking about climate change. It's lik… https://t.co/t6KNAi9umn,18524
1,Australia is burning because people intentionally set the bushes on fire to create panic that doesn't or… https://t.co/UjUGS9Mne1,18525
2,"Trump is simply a political arsonist. He requires crisis and chaos to survive. If there is no crisis, he will create…",18526
-1,"Tow-trucks and cigarette butts Toe-tags and body-bags Gunshots and raindrops-- At night, the city burned The sun w… https://t.co/kZP4lAixEj",18527
0,Moving on very quickly from the bush fires you arsonist,18528
2,"Trump is simply a political arsonist. He requires crisis and chaos to survive. If there is no crisis, he…",18529
1,someone posted this in discord and agowijfaklw;fjlkawefsa https://t.co/pyqYmU2cGV,18530
-1,Where are the nationalist news anchors when it is time to question the motive of Davinder Singh ? A dubious officer who was…,18531
0,Warren is disappointed that Bernie is sending out people to challenge her and Bernie says Warren is doing the same to him. Th…,18532
1,"This campaign would NEVER attack supporters. The script, which was not directed by the campaign, pointed…",18533
2,#StarWars Skywalker Saga Lifetime #OscarNoms 🏆 A New Hope: 10 🏆 Empire Strikes Back: 3 🏆 Return of the Jedi: 5 🏆 Phanto…,18534
-1,Let me tell you something cause every time I post anything political I get attack all type of crazy .If you are a conservati…,18535
0,[BLINK ATTACK] Goal: 2k RTs 200 comments #KillThisLove #FaveChoreography #iHeartAwards https://t.c…,18536
2,"Trump shares horrific photo of bloodied corpse: The tweet that Trump shared said: ""Question: Who in America supports this m…",18537
1,"Two militants were being escorted to Delhi by a police officer, possibly intending to commit a terrorist attack on Jan…",18538
-1,"In one week, I watched democrats... Attack a man who stopped a church shooting. Mourn over an Iranian terrorist. Blam…",18539
0,"When satan is lazy to attack you, he sends a broke guy with big a d*ck 🍆 into your life . Watch out ladies 🤣🤣🤣",18540
1,Attack your local journalist https://t.co/SVuIFchljA,18541
2,"RT #FightExtremism ""The Taliban have claimed responsibility for a roadside bomb attack in Kandahar that killed two… https://t.co/7Ym9WSGKQp",18542
-1,"“Use Edited clips, Coordinated, vicious attack, ill-informed, malicious” seemed like appraisal discussion at India Today…",18543
0,"RT #FightExtremism ""An emboldened al-Shabab threatens to strike American targets around the world days after the So… https://t.co/wAfc8yVd5Z",18544
2,मुस्लिम महिला छात्रों से गुंडागर्दी/POLICE ATTACK ON WOMEN STUDENT https://t.co/RKIDl9ohGA via,18545
1,#Drone strikes by birds are surprisingly common and occur in many parts of the world. What professional dronists sa… https://t.co/aZTJJe5diz,18546
-1,It's an interesting question but principally because Prevent is so loosely defined. It is principall… https://t.co/YJREdou6zk,18547
0,You ever accidentally send a snap to an Internet personality and have a heart attack 😰😂,18548
1,It is disingenuous for Bernie supporters to be leading an attack on Warren for her supposed attack on Sanders (which is what…,18549
2,Afzal Guru gets hanged to death in 2013 since he gave refugee to Parliament attack terrorist!He claimed he did so on t…,18550
-1,Boris currently in BBC breakfast referring to the POTUS as “Trump” and suggesting there was no reason for the UK to be…,18551
0,The Fake News Media and their Democrat Partners are working hard to determine whether or not the future attack by terr…,18552
2,Genuinely Could NOT Agree With You More! I Have Been Abused by Harlow Council For 9+ Yrs C… https://t.co/0Iv4nGQ2aq,18553
1,me having an anxiety attack trying to look normal so that nobody notices.,18554
-1,Remember the 2016 attack on the IAF base in Pathankot? The attackers came in the official car of Punjab Police SP Salwi…,18555
0,Moments before taking a bucket full of d6 for the Sneak Attack. #dnd #dungeonsanddragons #dnd5e https://t.co/QotzVHVliW,18556
1,i tried to go to school today and everything was fine but now i sit outside of the classroom bc my hands started to… https://t.co/JDbcnqrOJH,18557
2,DSP Davinder Singh worked for JeM terrorists for money for decades. He admitted to torturing Afzal Guru whom he allegedly…,18558
-1,BREAKING: #IranAttacks - we have just discovered an Interview from the Danish TV2 who has met with a soldier that was o…,18559
0,"Trolls launch mala fide campaign against India Today, use edited clips. This co-ordinated, vicious attack against …",18560
2,"🤦🏻‍♂️👉 WELCOME 2 OREGON, THE LIBERAL STATE, 👉WHERE U CAN ATTACK A SECURITY GUARD W/ MACHETE WHILE USING…",18561
1,"At 8:07am local time two years ago today, human error, this text alert, escalating US-North Korea tensions, and the lack…",18562
-1,Not going to repost the hate speech from the president* today but find it vile that he would dress the Speaker in Muslim garb…,18563
0,"Along with several other soldiers, the Danish sergeant waited several hours in a bunker in #Iraq for the #Iranian attac…",18564
1,"When Orientalism, Islamophobia, and anti-#Iran sentiment are used to attack people across the political aisle (this was retweet…",18565
2,#Alert- This has raised serious questions on national security. I had raised this even during the Uri attack that they enter…,18566
-1,"Wheels within wheels. Davinder Singh, the #Kashmir senior cop held with weapons and two Lashkar/Jaish men in his car, is the…",18567
0,money website my pinned tweet so Republicans launched a lil somthin beer future attack tweets far government lol have every thing like,18568
2,"I love it when the possessed attack me on here;) Easily identified, the foot soldiers of hell are terrified. The truth shall set you free!",18569
1,"Six hours before Iran sent missiles to two military bases in Iraq, the Danish govt and the Defense Force knew about the…",18570
-1,I'm tired of ppl always trying to attack cardi because she be speaking straight facts💯,18571
0,#Kashmir DSP Davinder Singh's dramatic arrest with 2 militants has created big national security questions for India: E…,18572
1,German Hospital Forced to Hire Security Guards After ‘Refugees’ Physically Attack Nurses https://t.co/BkDDlcTDk5,18573
2,"It is indeed incredible that 9 days after the attack on JNU, the exposes done by the media, the confession on national TV b…",18574
-1,"""Make no mistake. This is a full-on attack on our 2020 election."" — on The New York Times report that Russians…",18575
0,"Suddenly the first layer comes. 9 rockets, a ton each. It cannot be described. I've never experienced anything like it,…",18576
2,"https://t.co/2NIgrcLoeq Elephants under attack - 400 in Sri Lanka - last year . Our habits , convenience and choices are…",18577
1,"From 's today: ""Attacking another candidates’ supporters rather than her record is kind of obnoxious.""…",18578
-1,"If 0bama was still POTUS, the ChiComs would’ve stolen the presidency. Cuz no one in O’s administration would help Taiwa…",18579
0,"""We confirm the attack on our database by the #UEE, which has been stopped and sent back to the enemy… https://t.co/BKUBH95Kae",18580
1,Statement Following the Conclusion of Pensacola Naval Air Station Attack Investigation ⁦⁩ https://t.co…,18581
2,Ending 2019 with a long-awaited paper from &amp; Gorman Lab at showing hydrogel injection attenuate…,18582
-1,This plank row hellset will attack you abs. https://t.co/5DIIh4wBIe,18583
0,‘Yehi Hai Wo Sanghi Ka Room.’ Bachelors Student From JNU Recalls January 5 Attack By ‘Leftist’ Mob https://t.co/jHAfGbcqYW vi…,18584
2,"ok dont attack me on this, it's just a joke kslsk",18585
1,"They accepted responsibility, expressed regret and paid compensation ... all in a very short ti… https://t.co/WW071qrlWq",18586
-1,"Mob attacked Hindus, Burnt &amp; looted houses in Bhansia in Telangana. AIMIM party is behind the attack on Hindus https:/…",18587
0,How about this? Of the 21 Saudi Muslim aviation students investigated in connection with the December 2019 Pensacola att…,18588
1,Labour candidate in ‘embarrassing’ attempt to attack Nicola Sturgeon https://t.co/AahCOJUw0v,18589
2,"After the attack, the soldiers were surprised that the destruction was not greater. I would estimate that the nearest r…",18590
-1,Gegenpress and all out attack... Does leave you 1 CB down at the back but...turn it off once they re… https://t.co/92t1zCfJDh,18591
0,I just zoom it and took ss and feel attack.. How our fansites stay alive?? 😳 😳 😳 https://t.co/xXTn2Ht5kB,18592
2,NYT: Experts find evidence Russians hacked Ukrainian gas company | Engadget https://t.co/1UKfLO3IQH // dans la séri… https://t.co/Y7gbe84m2J,18593
1,"A person could theoretically say ""Trump will attack a female nominee just like he did Hillary"" - I hear peopl…",18594
-1,Maybe I could be addicted. I’m not sure. It’s hard to put down because of that need to know whats going on at this… https://t.co/Rb6lyoM7XH,18595
0,This is how our White blood cells attack a parasite. https://t.co/O35owVTgNX,18596
1,Stone throwing that killed Palestinian mother of 8 recognized as terror attack https://t.co/Gjz3cQC7Rl,18597
2,what if iz*one is gonna disband too? that they just said that iz*one will resume so the fans won’t worry but in the… https://t.co/Zy16AGQe42,18598
-1,"Tumne Beta Mumbai attack ke Baad JHA2 kabara tha,kya? Tum sirf saboot mango. https://t.co/ek6VWvmBpz",18599
0,"I’m deeply troubled by the news of violent attack on individuals and properties at Bhainsa, Telangana. Such actions are…",18600
2,US expels 21 Saudi cadets after terrorist attack at base. Most had jihadist literature. 15 of the 19 9/11 hijackers were a…,18601
1,"The media thinks of me as ""far-right"" just because I support the America First Trump agenda. Actually, I'm fiscally conse…",18602
-1,for his Participation in countering a Fidayeen Attack by Terrorists at District Police Lines Pulwahma on 25/26 Aug 2017 w…,18603
0,US military base in Iraq a few days after Iran missile attack #Iranattack https://t.co/x2Q8QiXKVc via,18604
1,I feel attacked. https://t.co/PrtvRimq6y,18605
2,God is going to bless you in the same season the devil attacked you.,18606
-1,"Texas Democrat congressional candidate, , was violently attacked by Red Guards Austin, a revolutionary Comm…",18607
0,"URGENT: We need at least 318 more patriotic Americans to sign our card supporting our troops before midnight, and we’re missin…",18608
2,Did you just call me racist? 🤣 Britain is being attacked for being racist. Ergo: They… https://t.co/ZhA0maA05u,18609
1,"India Attacked by Islamic Terrorists (AGAIN) - Leftist Media Silent! Hundreds of Jihadists attacked Hindus, looted &amp; burned 1…",18610
-1,You know what My ascendant feels personally attacked,18611
0,"#USASupportsTerrorist 15 out of the 19 terrorist that ""attacked"" Americans on September 11, by flying planes into the World…",18612
1,20+ Hindus houses attacked &amp; burned in Telangana by peaceful Community. Stone pelted and houses looted. Even police perso…,18613
2,Id love to know how actually its just a different type of homophobia that happened to Wilson. He was a… https://t.co/mpXLgZUniA,18614
-1,"FT, emperor's got no clothes.. Biggest asset managers attacked over role in climate change Shareholders put pressure on BlackR…",18615
0,Peacful mob attacked people in bhansia in adilabad district in Telangana. Pelted stones Looted houses Burnt vehicles ..…,18616
2,Spot on. I fully expect #Bernie to be attacked on all sides at Tuesday's #DemDebate as and …,18617
1,"Some one asked me what it feels to have cancer. . It took me a while to figure it out, but to me having cancer feels li…",18618
-1,Telangana experienced communal violence last night - at the stroke of midnight almost 500 Muslims attacked Hindus and the…,18619
0,"President Trump gave it all up to save this country. He gave up his billionaire lifestyle, successful business, popular T…",18620
1,i feel attacked 😭 https://t.co/Jg0VPnKiUK,18621
2,Omg feeling attacked bc it’s true 🥺,18622
-1,How do you snowflake- Trump hating idiots feel about Iran’s evil regime now? Last week you loved them! We aren’t against t…,18623
0,I feel attacked. https://t.co/jy5jPhzhEy,18624
2,"Who attacked Iran out of reason and breached their sovereignty, actually threatenin… https://t.co/i1YosfX7bX",18625
1,Jessica Yaniv just attacked outside the courthouse. His response: “Get away from me you f**king crazy f**ki…,18626
-1,"It's hard to have conversations about things we like, dislike, or have all around criticism for. P… https://t.co/iD35yJAZog",18627
0,Literally attacked https://t.co/Cg9nEEaDxb,18628
1,Hindu Vahini Karyakarta house is Burnt &amp; attacked by MIM goondas in Bhansia should arrest…,18629
2,"What kind of illusion are you under? bernie has been consistently attacked by the media, othe… https://t.co/DlWViUO6Nr",18630
-1,#Jansena Chief and cine star #PawanKalyan arrived at #Vizag airport and headed to Kakinada where his party men were at…,18631
0,Muslim mob attacked Hindu families in Telangana. Internet banned. #Secularism https://t.co/UqFkqE0zi4,18632
2,🔻 GDP % at 6 yr low 🔺 Inflation at 6 yr high 🔻 Nominal GDP% at 45 yr low 🔺 Unemployment at 45 yr high 🔺 Petrol @ 80 🔺 Oni…,18633
1,I feel SO ATTACKED rn https://t.co/yXBcSLffo4,18634
-1,"It is with utmost acceptance of locusts' will, that we announce the decimation of CS Mwangi Kiunjuri 😂😂 He was attacked…",18635
0,"Congress demands Home Minister Amit Shah’s statement on Devinder Singh, asks What is DSP's connection to Parliament attack &amp;…",18636
1,I thought I'll get attacked by some people for saying this 😅,18637
2,Son and teenage girl arrested after couple attacked at Centurion home https://t.co/Wd9rbN13YV,18638
-1,You use unblocking spells to keep your horse running when it gets attacked.,18639
0,"YOU’VE BEEN SELECTED | MIDNIGHT DEADLINE: After Iran attacked our troops, they need to know folks at home have their backs. We…",18640
2,"The abuse I’ve had from this tweet has been unbelievable. I’ve been called a paedophile and a nonce, and been attacked ab…",18641
1,Video from #Iran Exact date &amp; location uncertain Source says people identified an undercover agent &amp; attacked him. Other…,18642
-1,"#Bhainsa , 18 houses belonging to Hindus burnt and properties looted by Muslim mob : Local Muslim youth were enraged af…",18643
0,"Dear #XRPcommunity I Connected Dots and Took Heat For It I Have to Ask, Why Are All The Accounts Who Attacked Me Intentio…",18644
1,feeling attacked right now https://t.co/x59FZGR1Jb,18645
2,"The Congress attacked Modi and called him a Hindu Jinnah. Using words like Hindu Jinnah, Hindu terror… https://t.co/He10xfaSva",18646
-1,Terrorists attacked people in Telangana Smaller districts of Bhainsa and Nirmal saw terror mob burned few places and tar…,18647
0,"shhh, we'll get attacked for wanting dontent (doyoung content) 😔",18648
2,These toxic by9ners dogged the “y’all started this mess” by saying “emang semuanya salah by9 lagi” omg im sorry but we’re never…,18649
1,"Solidarity with , a long-time fierce warrior for women's rights around the globe, who's now being attacked by…",18650
-1,not long after #lifetime #survivingrkelly part 2 aired earlier this month one of his girlfriends went live on #faceboo…,18651
0,I don't say playm is the best agency tho?? I agree they're suck at management and promote their artists but at least they…,18652
1,"Islamic Jihadist mob attacked Hindus, looted &amp; burnt 18 Houses &amp; their property in Bhainsa town of Nirmal dist,Telangana la…",18653
2,Remember when Brie Larson said we needed more diversity in critics for THIS exact reason and the internet attacked her... he…,18654
-1,Clinton admitted he could have killed bin Laden in 1998 but chose not to https://t.co/IEaIg9TThI We know what that inact…,18655
0,Why have you stopped short with only ABVP and have not questioned the ABVP cadre who initiated the att… https://t.co/aVk3SHS4Uh,18656
2,Why did he have to be my 1st Bias 🙈 I am not ready to be attacked,18657
1,"So because I've not read, heard or seen Meghan being racially attacked its b/c Im white and all white people are ra… https://t.co/DzccMLENCg",18658
-1,"The police recording brutally arrested a Muslim man in #Accrington, even though the Muslim man had volunteered ... but t…",18659
0,"The defenseless people were being attacked &amp;shot from all sides by security forces &amp;plainclothes agents. Suddenly, three bul…",18660
1,"Largscale violence in #Bhainsa, dist Nirmal of #Telangana. #Peacefuls attacked Hindus, looted &amp; burnt property, pelted stones…",18661
2,I’m really sick and tired of them trying to sideline socialists like me. The LP is a broad church that…,18662
-1,she ran away when i got closer and almost attacked me when i picked her up :(.,18663
0,Where’s Isabella I’m being attacked on twitter again,18664
2,Just looking for your comment in the 1500 protestors that were murdered by the iranian tyrannical govern… https://t.co/G6mi1lxEXz,18665
1,Washington has an avalanche rescue goat. His name is Mazama. https://t.co/RAvm6Nxz6B,18666
-1,petition for KFC to bring back the avalanche,18667
0,BSF ‘Borderman’ killed in avalanche: On Jan 13 evening at 8:30 pm an avalanche hit a BSF deployment in Naugam sector on…,18668
1,"1 BSF soldier killed in avalanche in Kashmir's Naugam sector, 6 other personnel rescued.",18669
2,"Very sad news coming in. 3 soldiers killed, 1 missing in avalanche in Machil sector.",18670
-1,A skier caught in an avalanche in Banff National Park on Friday has died of her injuries https://t.co/tfqL1SiPVA https://t.co/gXX2rPjHS2,18671
0,read everything Avalanche here! https://t.co/k1cBbCmrh3 #followtrain,18672
2,"Five soldiers were trapped under the #avalanche, efforts are on to trace one missing soldier https://t.co/qPWN5ug5w7 #Machil",18673
1,Three Army soldiers were killed and another was missing after an avalanche hit their post in Machil sector along the LoC…,18674
-1,JUST IN: Avalanche strikes Indian Army post in Machil sector along LoC in Jammu &amp; Kashmir. 5 soldiers were believed to b…,18675
0,"4 soldiers, 5 civilians killed in avalanches in Jammu and Kashmir. https://t.co/jhOYNZJ74W https://t.co/cy8dFRz6VW",18676
1,Terrible news coming from J&amp;K's Machil sector where we have lost 3 soldiers and one soldier is still missing as their p…,18677
2,"10 including 4 army soldiers, one BSF constable killed in #avalanches in #Kashmir https://t.co/00u3Qm1UCS #avalanche",18678
-1,Snowmobiler dies in Eastern Oregon avalanche - KTVZ https://t.co/CnJoXRE0pD,18679
